,Unnamed: 0,Основное средство,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость
23,19,"Считыватель карт доступа ""HID multiCLASS RP10""",11013406000094,330.26.80.11,6.0,,18.12.2019,Введено в эксплуатацию,,-,-,7947.5,1.0,0.0,7947.5
24,20,"Считыватель карт доступа ""HID multiCLASS RP10""",11013406000095,330.26.80.11,6.0,,18.12.2019,Введено в эксплуатацию,,-,-,7947.5,1.0,0.0,7947.5
25,21,"Считыватель карт доступа ""HID multiCLASS RP10""",11013406000096,330.26.80.11,6.0,,18.12.2019,Введено в эксплуатацию,,-,-,7947.5,1.0,0.0,7947.5
26,22,"Считыватель карт доступа ""HID multiCLASS RP10""",11013406000097,330.26.80.11,6.0,,18.12.2019,Введено в эксплуатацию,,-,-,7947.5,1.0,0.0,7947.5
27,23,"Считыватель карт доступа ""HID multiCLASS RP10""",11013406000098,330.26.80.11,6.0,,18.12.2019,Введено в эксплуатацию,,-,-,7947.5,1.0,0.0,7947.5
28,24,Карманный термоанемометр стик-класса TESTO 405,11013403000074,330.26.51.41,3.0,,24.12.2019,Введено в эксплуатацию,,-,-,6385.5,1.0,0.0,6385.5
29,25,Пирометр ADA TemPro 300 (A00222),11013403000075,330.26.51.51,3.0,,24.12.2019,Введено в эксплуатацию,,-,-,3218.55,1.0,0.0,3218.55
30,26,Пирометр ADA TemPro 300 (A00222),11013403000076,330.26.51.51,3.0,,24.12.2019,Введено в эксплуатацию,,-,-,3218.55,1.0,0.0,3218.55
31,27,Пирометр ADA TemPro 300 (A00222),11013403000077,330.26.51.51,3.0,,24.12.2019,Введено в эксплуатацию,,-,-,3218.55,1.0,0.0,3218.55
32,28,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000015,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
33,29,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000016,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
34,30,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000017,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
35,31,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000018,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
36,32,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000019,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
37,33,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000020,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
38,34,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000021,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
39,35,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000022,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
40,36,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000023,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
41,37,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000024,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
42,38,Огнетушитель порошковый ОП-5 (з) (АВСЕ),11013605000025,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,600.0,1.0,0.0,600.0
43,39,Огнетушитель углекислотный ОУ-3,11013600000039,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,1294.04,1.0,0.0,1294.04
44,40,Огнетушитель углекислотный ОУ-3,11013600000040,330.28.29.22.110,5.0,,28.10.2019,Введено в эксплуатацию,,-,-,1294.04,1.0,0.0,1294.04
45,41,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001738,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
46,42,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001739,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
47,43,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001740,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
48,44,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001741,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
49,45,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001742,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
50,46,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001743,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
51,47,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001744,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
52,48,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001745,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
53,49,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001746,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
54,50,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001747,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
55,51,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001748,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
56,52,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001749,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
57,53,"Подставка под огнетушитель П-15 (металлическая, напольная)",11013606001750,330.31.01.11,6.0,,28.10.2019,Введено в эксплуатацию,,-,-,250.0,1.0,0.0,250.0
58,54,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000144,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
59,55,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000145,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
60,56,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000146,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
61,57,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000147,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
62,58,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000148,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
63,59,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000153,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
64,60,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000154,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
65,61,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000155,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
66,62,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000156,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
67,63,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000157,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
68,64,"Термометр инфракрасный, бесконтактный Sensitec NF-3101",11013403000158,330.26.51.41,3.0,,07.05.2020,Введено в эксплуатацию,,-,-,7920.0,1.0,0.0,7920.0
69,65,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000141,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
70,66,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000142,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
71,67,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000143,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
72,68,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000144,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
73,69,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000145,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
74,70,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000146,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
75,71,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000147,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
76,72,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000148,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
77,73,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000149,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
78,74,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000150,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
79,75,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000151,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
80,76,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000152,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
81,77,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000153,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
82,78,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000154,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
83,79,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000155,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
84,80,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000156,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
85,81,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000157,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
86,82,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000158,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
87,83,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000159,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
88,84,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000160,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
89,85,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000161,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
90,86,"Считыватель карт доступа ""HID multiCLASS RP10""",11013402000162,330.26.8,2.0,,24.01.2020,Введено в эксплуатацию,,-,-,6672.5,1.0,0.0,6672.5
91,87,Термопот SUPRA TPS-5005ST,11013400000009,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,3420.7,1.0,0.0,3420.7
92,88,Термопот SUPRA TPS-5005ST,11013400000010,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,3420.7,1.0,0.0,3420.7
93,89,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000020,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
94,90,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000021,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
95,91,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000022,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
96,92,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000023,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
97,93,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000024,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
98,94,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000025,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
99,95,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000026,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
100,96,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000027,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
101,97,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000028,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
102,98,"Чайник BOSCH TWK3A013, 1,7 л, 2400 Вт, закрытый нагревательный элемент, пластик,",11013405000029,330.28.93.15.125,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,2204.1,1.0,0.0,2204.1
103,99,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000030,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
104,100,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000031,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
105,101,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000032,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
106,102,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000033,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
107,103,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000034,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
108,104,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000035,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
109,105,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000036,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
110,106,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000037,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
111,107,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000038,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
112,108,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000039,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
113,109,"Микроволновая печь SAMSUNG ME83XR/BWT, объем 23 л, мощность 800 Вт, сенсорное управление, черная",11013405000040,330.28.21.13.119,5.0,,28.10.2020,Введено в эксплуатацию,,-,-,7884.2,1.0,0.0,7884.2
114,110,"Рециркулятор бактерицидный ОВУ-01"" Солнечный бриз""",11013406000447,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,9287.85,1.0,0.0,9287.85
115,111,"Рециркулятор бактерицидный ОВУ-01"" Солнечный бриз""",11013406003658,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,9287.85,1.0,0.0,9287.85
116,112,"Рециркулятор бактерицидный ОВУ-01"" Солнечный бриз""",11013406003675,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,9287.85,1.0,0.0,9287.85
117,113,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000041,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
118,114,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000042,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
119,115,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000043,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
120,116,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000044,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
121,117,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000045,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
122,118,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000046,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
123,119,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000047,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
124,120,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000048,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
125,121,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000049,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
126,122,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000050,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
127,123,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000051,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
128,124,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000052,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
129,125,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000053,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
130,126,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000054,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
131,127,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000055,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
132,128,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000056,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
133,129,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000057,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
134,130,Огнетушитель углекислотный ОУ- 5ЯРПОЖИНВЕСТ,11013405000058,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,1490.0,1.0,0.0,1490.0
135,131,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000059,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
136,132,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000060,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
137,133,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000061,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
138,134,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000062,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
139,135,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000063,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
140,136,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000064,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
141,137,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000065,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
142,138,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000066,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
143,139,Огнетушитель углекислотный ОУ-3 ЯРПОЖИНВЕСТ,11013405000067,330.28.29.22.110,5.0,,04.10.2021,Введено в эксплуатацию,,-,-,968.5,1.0,0.0,968.5
